session_date,dte,strike_label,symbol,status,strike,expiration,sim_outcome,bars_held,entry_qqq,exit_qqq,entry_opt,exit_opt,pnl_contract
2024-02-16,3,1ITM,QQQ240221P00432000,ok,432.0,2024-02-21,target,6.0,431.23,430.71,3.61,3.89,28.000000000000025
2024-02-16,5,ATM,QQQ240223P00431000,ok,431.0,2024-02-23,target,6.0,431.23,430.71,3.94,4.33,39.000000000000014
2024-02-16,5,1OTM,QQQ240223P00430000,ok,430.0,2024-02-23,target,6.0,431.23,430.71,3.55,3.78,23.0
2024-02-16,5,1ITM,QQQ240223P00432000,ok,432.0,2024-02-23,target,6.0,431.23,430.71,4.4,4.66,25.99999999999998
2024-02-21,0,ATM,QQQ240221P00424000,ok,424.0,2024-02-21,timeout,15.0,423.62,424.48,2.43,1.94,-49.00000000000002
2024-02-21,0,1OTM,QQQ240221P00423000,ok,423.0,2024-02-21,timeout,15.0,423.62,424.48,1.94,1.51,-42.99999999999999
2024-02-21,0,1ITM,QQQ240221P00425000,ok,425.0,2024-02-21,timeout,15.0,423.62,424.48,2.98,2.41,-56.999999999999986
2024-02-21,1,ATM,QQQ240222P00424000,ok,424.0,2024-02-22,timeout,15.0,423.62,424.48,3.65,3.13,-52.0
2024-02-21,1,1OTM,QQQ240222P00423000,ok,423.0,2024-02-22,timeout,15.0,423.62,424.48,3.12,2.71,-41.000000000000014
2024-02-21,1,1ITM,QQQ240222P00425000,ok,425.0,2024-02-22,timeout,15.0,423.62,424.48,4.17,3.62,-54.999999999999986
2024-02-21,2,ATM,QQQ240223P00424000,ok,424.0,2024-02-23,timeout,15.0,423.62,424.48,4.08,3.58,-50.0
2024-02-21,2,1OTM,QQQ240223P00423000,ok,423.0,2024-02-23,timeout,15.0,423.62,424.48,3.6,3.2,-39.99999999999999
2024-02-21,2,1ITM,QQQ240223P00425000,ok,425.0,2024-02-23,timeout,15.0,423.62,424.48,4.6,4.06,-54.0
2024-02-21,3,ATM,QQQ240226P00424000,no_bars,,,,,,,,,
2024-02-21,3,1OTM,QQQ240226P00423000,no_bars,,,,,,,,,
2024-02-21,3,1ITM,QQQ240226P00425000,no_bars,,,,,,,,,
2024-02-21,5,ATM,QQQ240228P00424000,ok,424.0,2024-02-28,timeout,15.0,423.62,424.48,4.84,4.54,-29.999999999999982
2024-02-21,5,1OTM,QQQ240228P00423000,ok,423.0,2024-02-28,timeout,15.0,423.62,424.48,4.58,3.82,-76.00000000000003
2024-02-21,5,1ITM,QQQ240228P00425000,ok,425.0,2024-02-28,timeout,15.0,423.62,424.48,5.55,4.83,-71.99999999999997
2024-02-27,0,ATM,QQQ240227P00436000,ok,436.0,2024-02-27,timeout,15.0,436.26,436.57,1.03,0.83,-20.000000000000007
2024-02-27,0,1OTM,QQQ240227P00435000,ok,435.0,2024-02-27,timeout,15.0,436.26,436.57,0.66,0.49,-17.000000000000004
2024-02-27,0,1ITM,QQQ240227P00437000,ok,437.0,2024-02-27,timeout,15.0,436.26,436.57,1.55,1.29,-26.0
2024-02-27,1,ATM,QQQ240228P00436000,ok,436.0,2024-02-28,timeout,15.0,436.26,436.57,1.72,1.51,-20.999999999999996
2024-02-27,1,1OTM,QQQ240228P00435000,ok,435.0,2024-02-28,timeout,15.0,436.26,436.57,1.29,1.12,-16.999999999999993
2024-02-27,1,1ITM,QQQ240228P00437000,ok,437.0,2024-02-28,timeout,15.0,436.26,436.57,2.21,1.93,-28.000000000000004
2024-02-27,2,ATM,QQQ240229P00436000,ok,436.0,2024-02-29,timeout,15.0,436.26,436.57,2.2,2.03,-17.000000000000036
2024-02-27,2,1OTM,QQQ240229P00435000,ok,435.0,2024-02-29,timeout,15.0,436.26,436.57,1.78,1.62,-15.999999999999993
2024-02-27,2,1ITM,QQQ240229P00437000,ok,437.0,2024-02-29,timeout,15.0,436.26,436.57,2.67,2.47,-19.99999999999997
2024-02-27,3,ATM,QQQ240301P00436000,ok,436.0,2024-03-01,timeout,15.0,436.26,436.57,2.66,2.5,-16.000000000000014
2024-02-27,3,1OTM,QQQ240301P00435000,ok,435.0,2024-03-01,timeout,15.0,436.26,436.57,2.23,2.11,-12.00000000000001
2024-02-27,3,1ITM,QQQ240301P00437000,ok,437.0,2024-03-01,timeout,15.0,436.26,436.57,3.15,2.95,-19.99999999999997
2024-02-27,5,ATM,QQQ240305P00436000,ok,436.0,2024-03-05,timeout,15.0,436.26,436.57,3.32,3.12,-19.99999999999997
2024-02-27,5,1OTM,QQQ240305P00435000,ok,435.0,2024-03-05,timeout,15.0,436.26,436.57,2.83,2.63,-20.000000000000018
2024-02-27,5,1ITM,QQQ240305P00437000,ok,437.0,2024-03-05,timeout,15.0,436.26,436.57,3.8,3.45,-34.999999999999964
2024-02-28,0,ATM,QQQ240228P00435000,ok,435.0,2024-02-28,timeout,15.0,434.98,435.21,1.15,0.95,-19.999999999999996
2024-02-28,0,1OTM,QQQ240228P00434000,ok,434.0,2024-02-28,timeout,15.0,434.98,435.21,0.74,0.56,-17.999999999999993
2024-02-28,0,1ITM,QQQ240228P00436000,ok,436.0,2024-02-28,timeout,15.0,434.98,435.21,1.72,1.5,-21.999999999999996
2024-02-28,1,ATM,QQQ240229P00435000,ok,435.0,2024-02-29,timeout,15.0,434.98,435.21,1.92,1.75,-16.999999999999993
2024-02-28,1,1OTM,QQQ240229P00434000,ok,434.0,2024-02-29,timeout,15.0,434.98,435.21,1.47,1.38,-9.000000000000007
2024-02-28,1,1ITM,QQQ240229P00436000,ok,436.0,2024-02-29,timeout,15.0,434.98,435.21,2.42,2.34,-8.000000000000007
2024-02-28,2,ATM,QQQ240301P00435000,ok,435.0,2024-03-01,timeout,15.0,434.98,435.21,2.45,2.3,-15.000000000000036
2024-02-28,2,1OTM,QQQ240301P00434000,ok,434.0,2024-03-01,timeout,15.0,434.98,435.21,2.0,1.88,-12.00000000000001
2024-02-28,2,1ITM,QQQ240301P00436000,ok,436.0,2024-03-01,timeout,15.0,434.98,435.21,2.95,2.79,-16.000000000000014
2024-02-28,3,ATM,QQQ240304P00435000,ok,435.0,2024-03-04,timeout,15.0,434.98,435.21,2.79,2.73,-6.000000000000005
2024-02-28,3,1OTM,QQQ240304P00434000,ok,434.0,2024-03-04,timeout,15.0,434.98,435.21,2.39,2.55,15.99999999999997
2024-02-28,3,1ITM,QQQ240304P00436000,ok,436.0,2024-03-04,timeout,15.0,434.98,435.21,3.32,3.33,1.000000000000023
2024-02-28,5,ATM,QQQ240306P00435000,ok,435.0,2024-03-06,timeout,15.0,434.98,435.21,3.52,3.46,-6.000000000000005
2024-02-28,5,1OTM,QQQ240306P00434000,ok,434.0,2024-03-06,timeout,15.0,434.98,435.21,2.86,3.13,27.0
2024-02-28,5,1ITM,QQQ240306P00436000,ok,436.0,2024-03-06,timeout,15.0,434.98,435.21,3.94,4.01,6.999999999999984
2024-03-14,0,ATM,QQQ240314P00439000,ok,439.0,2024-03-14,target,5.0,439.07,438.06,1.43,2.01,57.999999999999986
2024-03-14,0,1OTM,QQQ240314P00438000,ok,438.0,2024-03-14,target,5.0,439.07,438.06,1.03,1.49,46.0
2024-03-14,0,1ITM,QQQ240314P00440000,ok,440.0,2024-03-14,target,5.0,439.07,438.06,1.97,2.66,69.00000000000001
2024-03-14,1,ATM,QQQ240315P00439000,ok,439.0,2024-03-15,target,5.0,439.07,438.06,2.31,2.86,54.999999999999986
2024-03-14,1,1OTM,QQQ240315P00438000,ok,438.0,2024-03-15,target,5.0,439.07,438.06,1.86,2.34,47.99999999999998
2024-03-14,1,1ITM,QQQ240315P00440000,ok,440.0,2024-03-15,target,5.0,439.07,438.06,2.82,3.43,61.00000000000003
2024-03-14,2,ATM,QQQ240318P00439000,ok,439.0,2024-03-18,target,5.0,439.07,438.06,3.15,3.78,62.999999999999986
2024-03-14,2,1OTM,QQQ240318P00438000,ok,438.0,2024-03-18,target,5.0,439.07,438.06,2.74,3.22,48.0
2024-03-14,2,1ITM,QQQ240318P00440000,ok,440.0,2024-03-18,target,5.0,439.07,438.06,3.68,4.34,65.99999999999997
2024-03-14,3,ATM,QQQ240319P00439000,ok,439.0,2024-03-19,target,5.0,439.07,438.06,3.74,4.39,64.99999999999994
2024-03-14,3,1OTM,QQQ240319P00438000,ok,438.0,2024-03-19,target,5.0,439.07,438.06,3.32,3.82,50.0
2024-03-14,3,1ITM,QQQ240319P00440000,ok,440.0,2024-03-19,target,5.0,439.07,438.06,4.3,4.91,61.00000000000003
2024-03-14,5,ATM,QQQ240321P00439000,ok,439.0,2024-03-21,target,5.0,439.07,438.06,4.73,5.13,39.99999999999994
2024-03-14,5,1OTM,QQQ240321P00438000,ok,438.0,2024-03-21,target,5.0,439.07,438.06,4.33,4.7,37.000000000000014
2024-03-14,5,1ITM,QQQ240321P00440000,ok,440.0,2024-03-21,target,5.0,439.07,438.06,5.11,5.75,63.99999999999997
2024-03-27,0,ATM,QQQ240327P00443000,ok,443.0,2024-03-27,target,11.0,443.045,442.02,1.07,1.69,61.999999999999986
2024-03-27,0,1OTM,QQQ240327P00442000,ok,442.0,2024-03-27,target,11.0,443.045,442.02,0.66,1.13,46.999999999999986
2024-03-27,0,1ITM,QQQ240327P00444000,ok,444.0,2024-03-27,target,11.0,443.045,442.02,1.64,2.39,75.00000000000003
2024-03-27,1,ATM,QQQ240328P00443000,ok,443.0,2024-03-28,target,11.0,443.045,442.02,1.83,2.41,58.00000000000001
2024-03-27,1,1OTM,QQQ240328P00442000,ok,442.0,2024-03-28,target,11.0,443.045,442.02,1.39,1.88,49.0
2024-03-27,1,1ITM,QQQ240328P00444000,ok,444.0,2024-03-28,target,11.0,443.045,442.02,2.34,3.03,69.0
2024-03-27,2,ATM,QQQ240329P00443000,no_bars,,,,,,,,,
2024-03-27,2,1OTM,QQQ240329P00442000,no_bars,,,,,,,,,
2024-03-27,2,1ITM,QQQ240329P00444000,no_bars,,,,,,,,,
2024-03-27,3,ATM,QQQ240401P00443000,ok,443.0,2024-04-01,target,11.0,443.045,442.02,2.46,3.0,54.0
2024-03-27,3,1OTM,QQQ240401P00442000,ok,442.0,2024-04-01,target,11.0,443.045,442.02,2.01,2.35,34.00000000000003
2024-03-27,3,1ITM,QQQ240401P00444000,ok,444.0,2024-04-01,target,11.0,443.045,442.02,2.95,3.32,36.999999999999964
2024-03-27,5,ATM,QQQ240403P00443000,ok,443.0,2024-04-03,target,11.0,443.045,442.02,3.08,3.6,52.0
2024-03-27,5,1OTM,QQQ240403P00442000,ok,442.0,2024-04-03,target,11.0,443.045,442.02,2.64,3.0,35.999999999999986
2024-03-27,5,1ITM,QQQ240403P00444000,ok,444.0,2024-04-03,target,11.0,443.045,442.02,3.6,4.13,52.99999999999998
2024-04-09,0,ATM,QQQ240409P00439000,ok,439.0,2024-04-09,target,11.0,439.47,438.59,1.1,1.61,51.0
2024-04-09,0,1OTM,QQQ240409P00438000,ok,438.0,2024-04-09,target,11.0,439.47,438.59,0.75,1.14,38.99999999999999
2024-04-09,0,1ITM,QQQ240409P00440000,ok,440.0,2024-04-09,target,11.0,439.47,438.59,1.57,2.11,53.99999999999998
2024-04-09,1,ATM,QQQ240410P00439000,ok,439.0,2024-04-10,target,11.0,439.47,438.59,2.66,3.12,46.0
2024-04-09,1,1OTM,QQQ240410P00438000,ok,438.0,2024-04-10,target,11.0,439.47,438.59,2.22,2.65,42.99999999999997
2024-04-09,1,1ITM,QQQ240410P00440000,ok,440.0,2024-04-10,target,11.0,439.47,438.59,3.23,3.72,49.00000000000002
2024-04-09,2,ATM,QQQ240411P00439000,ok,439.0,2024-04-11,target,11.0,439.47,438.59,3.15,3.7,55.00000000000003
2024-04-09,2,1OTM,QQQ240411P00438000,ok,438.0,2024-04-11,target,11.0,439.47,438.59,2.56,3.13,56.999999999999986
2024-04-09,2,1ITM,QQQ240411P00440000,ok,440.0,2024-04-11,target,11.0,439.47,438.59,3.69,4.12,43.000000000000014
2024-04-09,3,ATM,QQQ240412P00439000,ok,439.0,2024-04-12,target,11.0,439.47,438.59,3.64,4.08,43.99999999999999
2024-04-09,3,1OTM,QQQ240412P00438000,ok,438.0,2024-04-12,target,11.0,439.47,438.59,3.2,3.56,35.999999999999986
2024-04-09,3,1ITM,QQQ240412P00440000,ok,440.0,2024-04-12,target,11.0,439.47,438.59,4.07,4.58,50.99999999999998
2024-04-09,5,ATM,QQQ240416P00439000,ok,439.0,2024-04-16,target,11.0,439.47,438.59,4.21,4.65,44.00000000000004
2024-04-09,5,1OTM,QQQ240416P00438000,ok,438.0,2024-04-16,target,11.0,439.47,438.59,3.78,4.25,47.00000000000002
2024-04-09,5,1ITM,QQQ240416P00440000,ok,440.0,2024-04-16,target,11.0,439.47,438.59,4.72,5.12,40.000000000000036
2024-04-18,0,ATM,QQQ240418P00425000,ok,425.0,2024-04-18,target,3.0,424.92,423.94,1.81,2.43,62.000000000000014
2024-04-18,0,1OTM,QQQ240418P00424000,ok,424.0,2024-04-18,target,3.0,424.92,423.94,1.37,1.91,53.99999999999998
2024-04-18,0,1ITM,QQQ240418P00426000,ok,426.0,2024-04-18,target,3.0,424.92,423.94,2.33,3.04,71.0
2024-04-18,1,ATM,QQQ240419P00425000,ok,425.0,2024-04-19,target,3.0,424.92,423.94,2.73,3.33,60.00000000000001
2024-04-18,1,1OTM,QQQ240419P00424000,ok,424.0,2024-04-19,target,3.0,424.92,423.94,2.27,2.82,54.999999999999986
2024-04-18,1,1ITM,QQQ240419P00426000,ok,426.0,2024-04-19,target,3.0,424.92,423.94,3.2,3.85,64.99999999999999
2024-04-18,2,ATM,QQQ240422P00425000,ok,425.0,2024-04-22,target,3.0,424.92,423.94,3.48,4.08,60.00000000000001
2024-04-18,2,1OTM,QQQ240422P00424000,ok,424.0,2024-04-22,target,3.0,424.92,423.94,3.13,3.56,43.000000000000014
2024-04-18,2,1ITM,QQQ240422P00426000,ok,426.0,2024-04-22,target,3.0,424.92,423.94,3.82,4.6,77.99999999999999
2024-04-18,3,ATM,QQQ240423P00425000,ok,425.0,2024-04-23,target,3.0,424.92,423.94,3.85,4.36,51.00000000000002
2024-04-18,3,1OTM,QQQ240423P00424000,ok,424.0,2024-04-23,target,3.0,424.92,423.94,3.66,4.07,41.000000000000014
2024-04-18,3,1ITM,QQQ240423P00426000,ok,426.0,2024-04-23,target,3.0,424.92,423.94,4.36,4.88,51.99999999999996
2024-04-18,5,ATM,QQQ240425P00425000,ok,425.0,2024-04-25,target,3.0,424.92,423.94,4.98,5.43,44.99999999999993
2024-04-18,5,1OTM,QQQ240425P00424000,ok,424.0,2024-04-25,target,3.0,424.92,423.94,4.57,4.93,35.99999999999994
2024-04-18,5,1ITM,QQQ240425P00426000,ok,426.0,2024-04-25,target,3.0,424.92,423.94,6.0,6.0,0.0
2024-05-02,0,ATM,QQQ240502P00421000,ok,421.0,2024-05-02,stop,6.0,420.96,422.61,1.92,1.15,-77.0
2024-05-02,0,1OTM,QQQ240502P00420000,ok,420.0,2024-05-02,stop,6.0,420.96,422.61,1.47,0.85,-62.0
2024-05-02,0,1ITM,QQQ240502P00422000,ok,422.0,2024-05-02,stop,6.0,420.96,422.61,2.44,1.54,-89.99999999999999
2024-05-02,1,ATM,QQQ240503P00421000,ok,421.0,2024-05-03,stop,6.0,420.96,422.61,3.19,2.4,-79.0
2024-05-02,1,1OTM,QQQ240503P00420000,ok,420.0,2024-05-03,stop,6.0,420.96,422.61,2.7,1.99,-71.00000000000001
2024-05-02,1,1ITM,QQQ240503P00422000,ok,422.0,2024-05-03,stop,6.0,420.96,422.61,3.71,2.84,-87.00000000000001
2024-05-02,2,ATM,QQQ240506P00421000,ok,421.0,2024-05-06,stop,6.0,420.96,422.61,3.73,2.95,-77.99999999999999
2024-05-02,2,1OTM,QQQ240506P00420000,ok,420.0,2024-05-06,stop,6.0,420.96,422.61,3.23,2.65,-58.00000000000001
2024-05-02,2,1ITM,QQQ240506P00422000,ok,422.0,2024-05-06,stop,6.0,420.96,422.61,4.21,3.5,-71.0
2024-05-02,3,ATM,QQQ240507P00421000,ok,421.0,2024-05-07,stop,6.0,420.96,422.61,4.11,3.45,-66.00000000000001
2024-05-02,3,1OTM,QQQ240507P00420000,ok,420.0,2024-05-07,stop,6.0,420.96,422.61,3.74,3.01,-73.00000000000004
2024-05-02,3,1ITM,QQQ240507P00422000,ok,422.0,2024-05-07,stop,6.0,420.96,422.61,4.61,3.97,-64.00000000000001
2024-05-02,5,ATM,QQQ240509P00421000,ok,421.0,2024-05-09,stop,6.0,420.96,422.61,4.11,4.11,0.0
2024-05-02,5,1OTM,QQQ240509P00420000,ok,420.0,2024-05-09,stop,6.0,420.96,422.61,4.2,3.75,-45.000000000000014
2024-05-02,5,1ITM,QQQ240509P00422000,ok,422.0,2024-05-09,stop,6.0,420.96,422.61,5.14,4.49,-64.99999999999994
2024-05-17,0,ATM,QQQ240517P00452000,ok,452.0,2024-05-17,timeout,15.0,451.858,451.76,1.12,1.14,1.9999999999999796
2024-05-17,0,1OTM,QQQ240517P00451000,ok,451.0,2024-05-17,timeout,15.0,451.858,451.76,0.71,0.72,1.0000000000000009
2024-05-17,0,1ITM,QQQ240517P00453000,ok,453.0,2024-05-17,timeout,15.0,451.858,451.76,1.69,1.74,5.000000000000004
2024-05-17,1,ATM,QQQ240520P00452000,ok,452.0,2024-05-20,timeout,15.0,451.858,451.76,1.7,1.73,3.0000000000000027
2024-05-17,1,1OTM,QQQ240520P00451000,ok,451.0,2024-05-20,timeout,15.0,451.858,451.76,1.25,1.29,4.0000000000000036
2024-05-17,1,1ITM,QQQ240520P00453000,ok,453.0,2024-05-20,timeout,15.0,451.858,451.76,2.21,2.3,8.999999999999986
2024-05-17,2,ATM,QQQ240521P00452000,ok,452.0,2024-05-21,timeout,15.0,451.858,451.76,2.05,2.11,6.000000000000005
2024-05-17,2,1OTM,QQQ240521P00451000,ok,451.0,2024-05-21,timeout,15.0,451.858,451.76,1.64,1.63,-1.0000000000000009
2024-05-17,2,1ITM,QQQ240521P00453000,ok,453.0,2024-05-21,timeout,15.0,451.858,451.76,2.62,2.6,-2.0000000000000018
2024-05-17,3,ATM,QQQ240522P00452000,ok,452.0,2024-05-22,timeout,15.0,451.858,451.76,3.23,3.24,1.000000000000023
2024-05-17,3,1OTM,QQQ240522P00451000,ok,451.0,2024-05-22,timeout,15.0,451.858,451.76,2.72,2.82,9.999999999999964
2024-05-17,3,1ITM,QQQ240522P00453000,ok,453.0,2024-05-22,timeout,15.0,451.858,451.76,3.72,3.82,9.999999999999964
2024-05-17,5,ATM,QQQ240524P00452000,ok,452.0,2024-05-24,timeout,15.0,451.858,451.76,3.9,3.92,2.0000000000000018
2024-05-17,5,1OTM,QQQ240524P00451000,ok,451.0,2024-05-24,timeout,15.0,451.858,451.76,3.37,3.47,10.000000000000009
2024-05-17,5,1ITM,QQQ240524P00453000,ok,453.0,2024-05-24,timeout,15.0,451.858,451.76,4.36,4.4,4.0000000000000036
2024-05-30,0,ATM,QQQ240530P00455000,ok,455.0,2024-05-30,target,6.0,455.08,454.02,1.19,1.75,56.00000000000001
2024-05-30,0,1OTM,QQQ240530P00454000,ok,454.0,2024-05-30,target,6.0,455.08,454.02,0.78,1.23,44.99999999999999
2024-05-30,0,1ITM,QQQ240530P00456000,ok,456.0,2024-05-30,target,6.0,455.08,454.02,1.73,2.42,69.0
2024-05-30,1,ATM,QQQ240531P00455000,ok,455.0,2024-05-31,target,6.0,455.08,454.02,1.95,2.53,57.999999999999986
2024-05-30,1,1OTM,QQQ240531P00454000,ok,454.0,2024-05-31,target,6.0,455.08,454.02,1.56,2.03,46.99999999999997
2024-05-30,1,1ITM,QQQ240531P00456000,ok,456.0,2024-05-31,target,6.0,455.08,454.02,2.47,3.08,60.999999999999986
2024-05-30,2,ATM,QQQ240603P00455000,ok,455.0,2024-06-03,target,6.0,455.08,454.02,2.49,3.05,55.99999999999996
2024-05-30,2,1OTM,QQQ240603P00454000,ok,454.0,2024-06-03,target,6.0,455.08,454.02,2.05,2.52,47.00000000000002
2024-05-30,2,1ITM,QQQ240603P00456000,ok,456.0,2024-06-03,target,6.0,455.08,454.02,2.94,3.5,56.00000000000001
2024-05-30,3,ATM,QQQ240604P00455000,ok,455.0,2024-06-04,target,6.0,455.08,454.02,2.85,3.4,54.999999999999986
2024-05-30,3,1OTM,QQQ240604P00454000,ok,454.0,2024-06-04,target,6.0,455.08,454.02,2.47,3.0,52.99999999999998
2024-05-30,3,1ITM,QQQ240604P00456000,ok,456.0,2024-06-04,target,6.0,455.08,454.02,3.28,3.75,47.00000000000002
2024-05-30,5,ATM,QQQ240606P00455000,ok,455.0,2024-06-06,target,6.0,455.08,454.02,3.55,3.94,39.000000000000014
2024-05-30,5,1OTM,QQQ240606P00454000,ok,454.0,2024-06-06,target,6.0,455.08,454.02,3.1,3.53,42.99999999999997
2024-05-30,5,1ITM,QQQ240606P00456000,ok,456.0,2024-06-06,target,6.0,455.08,454.02,4.03,4.18,14.999999999999947
2024-06-07,0,ATM,QQQ240607P00462000,ok,462.0,2024-06-07,timeout,15.0,462.2232,462.604,1.41,1.11,-29.999999999999982
2024-06-07,0,1OTM,QQQ240607P00461000,ok,461.0,2024-06-07,timeout,15.0,462.2232,462.604,1.01,0.79,-21.999999999999996
2024-06-07,0,1ITM,QQQ240607P00463000,ok,463.0,2024-06-07,timeout,15.0,462.2232,462.604,1.61,1.54,-7.000000000000006
2024-06-07,1,ATM,QQQ240610P00462000,ok,462.0,2024-06-10,timeout,15.0,462.2232,462.604,2.14,1.89,-25.00000000000002
2024-06-07,1,1OTM,QQQ240610P00461000,ok,461.0,2024-06-10,timeout,15.0,462.2232,462.604,1.76,1.5,-26.0
2024-06-07,1,1ITM,QQQ240610P00463000,ok,463.0,2024-06-10,timeout,15.0,462.2232,462.604,2.64,2.35,-29.000000000000004
2024-06-07,2,ATM,QQQ240611P00462000,ok,462.0,2024-06-11,timeout,15.0,462.2232,462.604,2.43,2.32,-11.000000000000032
2024-06-07,2,1OTM,QQQ240611P00461000,ok,461.0,2024-06-11,timeout,15.0,462.2232,462.604,2.2,1.93,-27.000000000000025
2024-06-07,2,1ITM,QQQ240611P00463000,ok,463.0,2024-06-11,timeout,15.0,462.2232,462.604,3.05,2.76,-29.000000000000004
2024-06-07,3,ATM,QQQ240612P00462000,ok,462.0,2024-06-12,timeout,15.0,462.2232,462.604,3.89,3.51,-38.000000000000036
2024-06-07,3,1OTM,QQQ240612P00461000,ok,461.0,2024-06-12,timeout,15.0,462.2232,462.604,3.52,3.22,-29.999999999999982
2024-06-07,3,1ITM,QQQ240612P00463000,ok,463.0,2024-06-12,timeout,15.0,462.2232,462.604,4.41,4.06,-35.00000000000006
2024-06-07,5,ATM,QQQ240614P00462000,ok,462.0,2024-06-14,timeout,15.0,462.2232,462.604,4.24,4.18,-6.00000000000005
2024-06-07,5,1OTM,QQQ240614P00461000,ok,461.0,2024-06-14,timeout,15.0,462.2232,462.604,4.0,3.77,-23.0
2024-06-07,5,1ITM,QQQ240614P00463000,ok,463.0,2024-06-14,timeout,15.0,462.2232,462.604,4.66,4.67,0.9999999999999787
2024-06-20,0,ATM,QQQ240620P00483000,ok,483.0,2024-06-20,stop,13.0,483.485,485.12,1.02,0.38,-64.0
2024-06-20,0,1OTM,QQQ240620P00482000,ok,482.0,2024-06-20,stop,13.0,483.485,485.12,0.69,0.22,-47.0
2024-06-20,0,1ITM,QQQ240620P00484000,ok,484.0,2024-06-20,stop,13.0,483.485,485.12,1.5,0.63,-87.0
2024-06-20,1,ATM,QQQ240621P00483000,ok,483.0,2024-06-21,stop,13.0,483.485,485.12,1.81,1.1,-71.0
2024-06-20,1,1OTM,QQQ240621P00482000,ok,482.0,2024-06-21,stop,13.0,483.485,485.12,1.45,0.87,-57.99999999999999
2024-06-20,1,1ITM,QQQ240621P00484000,ok,484.0,2024-06-21,stop,13.0,483.485,485.12,2.29,1.44,-85.00000000000001
2024-06-20,2,ATM,QQQ240624P00483000,ok,483.0,2024-06-24,stop,13.0,483.485,485.12,2.69,1.92,-77.0
2024-06-20,2,1OTM,QQQ240624P00482000,ok,482.0,2024-06-24,stop,13.0,483.485,485.12,2.22,1.72,-50.00000000000002
2024-06-20,2,1ITM,QQQ240624P00484000,ok,484.0,2024-06-24,stop,13.0,483.485,485.12,3.17,2.31,-85.99999999999999
2024-06-20,3,ATM,QQQ240625P00483000,ok,483.0,2024-06-25,stop,13.0,483.485,485.12,3.12,2.34,-78.00000000000003
2024-06-20,3,1OTM,QQQ240625P00482000,ok,482.0,2024-06-25,stop,13.0,483.485,485.12,2.65,1.98,-67.0
2024-06-20,3,1ITM,QQQ240625P00484000,ok,484.0,2024-06-25,stop,13.0,483.485,485.12,3.55,2.76,-79.0
2024-06-20,5,ATM,QQQ240627P00483000,ok,483.0,2024-06-27,stop,13.0,483.485,485.12,3.83,3.23,-60.00000000000001
2024-06-20,5,1OTM,QQQ240627P00482000,ok,482.0,2024-06-27,stop,13.0,483.485,485.12,3.42,2.7,-71.99999999999997
2024-06-20,5,1ITM,QQQ240627P00484000,ok,484.0,2024-06-27,stop,13.0,483.485,485.12,4.39,3.51,-87.99999999999999
2024-07-01,0,ATM,QQQ240701P00478000,ok,478.0,2024-07-01,target,4.0,478.1125,477.0896,1.4,2.07,67.0
2024-07-01,0,1OTM,QQQ240701P00477000,ok,477.0,2024-07-01,target,4.0,478.1125,477.0896,0.99,1.53,54.0
2024-07-01,0,1ITM,QQQ240701P00479000,ok,479.0,2024-07-01,target,4.0,478.1125,477.0896,1.92,2.7,78.00000000000003
2024-07-01,1,ATM,QQQ240702P00478000,ok,478.0,2024-07-02,target,4.0,478.1125,477.0896,2.03,2.67,64.00000000000001
2024-07-01,1,1OTM,QQQ240702P00477000,ok,477.0,2024-07-02,target,4.0,478.1125,477.0896,1.61,2.17,55.999999999999986
2024-07-01,1,1ITM,QQQ240702P00479000,ok,479.0,2024-07-02,target,4.0,478.1125,477.0896,2.52,3.22,70.00000000000001
2024-07-01,2,ATM,QQQ240703P00478000,ok,478.0,2024-07-03,target,4.0,478.1125,477.0896,2.34,2.99,65.00000000000003
2024-07-01,2,1OTM,QQQ240703P00477000,ok,477.0,2024-07-03,target,4.0,478.1125,477.0896,1.93,2.51,57.999999999999986
2024-07-01,2,1ITM,QQQ240703P00479000,ok,479.0,2024-07-03,target,4.0,478.1125,477.0896,2.84,3.55,71.0
2024-07-01,3,ATM,QQQ240704P00478000,no_bars,,,,,,,,,
2024-07-01,3,1OTM,QQQ240704P00477000,no_bars,,,,,,,,,
2024-07-01,3,1ITM,QQQ240704P00479000,no_bars,,,,,,,,,
2024-07-01,5,ATM,QQQ240708P00478000,ok,478.0,2024-07-08,target,4.0,478.1125,477.0896,3.34,3.96,62.000000000000014
2024-07-01,5,1OTM,QQQ240708P00477000,ok,477.0,2024-07-08,target,4.0,478.1125,477.0896,3.09,3.49,40.000000000000036
2024-07-01,5,1ITM,QQQ240708P00479000,ok,479.0,2024-07-08,target,4.0,478.1125,477.0896,3.83,4.24,41.000000000000014
2024-07-11,0,ATM,QQQ240711P00498000,ok,498.0,2024-07-11,timeout,15.0,498.04,498.22,1.64,1.46,-17.999999999999993
2024-07-11,0,1OTM,QQQ240711P00497000,ok,497.0,2024-07-11,timeout,15.0,498.04,498.22,1.2,1.0,-19.999999999999996
2024-07-11,0,1ITM,QQQ240711P00499000,ok,499.0,2024-07-11,timeout,15.0,498.04,498.22,2.19,1.97,-21.999999999999996
2024-07-11,1,ATM,QQQ240712P00498000,ok,498.0,2024-07-12,timeout,15.0,498.04,498.22,2.28,2.14,-13.999999999999968
2024-07-11,1,1OTM,QQQ240712P00497000,ok,497.0,2024-07-12,timeout,15.0,498.04,498.22,1.87,1.71,-16.000000000000014
