session_date,year,direction,poc,entry_price,entry_ts_et,exit_ts_et,atr,outcome,symbol,status,entry_opt,exit_opt,pnl_contract,pnl_pct
2025-11-12,2025,long,682.93,682.96,2025-11-12 10:15:00-05:00,2025-11-12 10:30:00-05:00,0.36934000000001677,timeout,SPY251112C00683000,ok,1.43,1.4,-3.0000000000000027,-0.020979020979020997
2025-11-17,2025,short,671.98,672.389,2025-11-17 09:37:00-05:00,,,no_atr,SPY251117P00672000,no_exit_bar,2.07,,,
2025-11-19,2025,short,661.88,661.945,2025-11-19 09:35:00-05:00,,,no_atr,SPY251119P00662000,no_exit_bar,2.82,,,
2025-11-21,2025,short,656.12,655.74,2025-11-21 09:30:00-05:00,,,no_atr,SPY251121P00656000,no_exit_bar,3.53,,,
2025-11-25,2025,short,669.18,669.23,2025-11-25 09:32:00-05:00,,,no_atr,SPY251125P00669000,no_exit_bar,1.8,,,
2025-11-28,2025,short,681.28,681.12,2025-11-28 09:31:00-05:00,,,no_atr,SPY251128P00681000,no_exit_bar,1.8,,,
2025-12-04,2025,long,683.78,683.91,2025-12-04 09:34:00-05:00,,,no_atr,SPY251204C00684000,no_exit_bar,1.51,,,
2025-12-08,2025,long,686.03,686.37,2025-12-08 09:30:00-05:00,,,no_atr,SPY251208C00686000,no_exit_bar,1.5,,,
2025-12-11,2025,long,683.13,683.21,2025-12-11 09:50:00-05:00,2025-12-11 09:56:00-05:00,0.49994500000000813,stop,SPY251211C00683000,ok,1.94,1.54,-39.99999999999999,-0.20618556701030924
2025-12-12,2025,short,688.83,688.81,2025-12-12 09:37:00-05:00,,,no_atr,SPY251212P00689000,no_exit_bar,1.36,,,
2025-12-15,2025,long,681.83,682.12,2025-12-15 10:00:00-05:00,2025-12-15 10:03:00-05:00,0.4168150000000139,stop,SPY251215C00682000,ok,1.49,1.3,-18.999999999999993,-0.1275167785234899
2025-12-16,2025,short,680.88,680.57,2025-12-16 09:51:00-05:00,2025-12-16 10:03:00-05:00,0.7414950000000033,target,SPY251216P00681000,ok,1.94,2.75,81.0,0.4175257731958763
2025-12-17,2025,long,678.48,678.95,2025-12-17 09:40:00-05:00,,,no_atr,SPY251217C00679000,no_exit_bar,1.89,,,
2025-12-19,2025,short,676.93,677.18,2025-12-19 09:30:00-05:00,,,no_atr,SPY251219P00677000,no_exit_bar,1.81,,,
2025-12-23,2025,short,684.83,685.27,2025-12-23 09:30:00-05:00,,,no_atr,SPY251223P00685000,no_exit_bar,0.98,,,
2025-12-24,2025,long,687.88,687.99,2025-12-24 09:30:00-05:00,,,no_atr,SPY251224C00688000,no_exit_bar,0.66,,,
2025-12-26,2025,long,690.42,690.4,2025-12-26 09:30:00-05:00,,,no_atr,SPY251226C00690000,no_exit_bar,1.19,,,
2025-12-30,2025,short,687.98,688.01,2025-12-30 09:49:00-05:00,2025-12-30 09:56:00-05:00,0.29288500000000683,stop,SPY251230P00688000,ok,0.9,0.72,-18.000000000000004,-0.20000000000000004
2026-01-02,2026,long,685.08,684.82,2026-01-02 09:32:00-05:00,,,no_atr,SPY260102C00685000,no_exit_bar,1.16,,,
2026-01-06,2026,short,688.38,688.35,2026-01-06 09:30:00-05:00,,,no_atr,SPY260106P00688000,no_exit_bar,0.97,,,
2026-01-07,2026,long,692.02,691.915,2026-01-07 09:30:00-05:00,,,no_atr,SPY260107C00692000,no_exit_bar,1.09,,,
2026-01-09,2026,long,689.58,689.545,2026-01-09 10:08:00-05:00,2026-01-09 10:12:00-05:00,0.5789650000000165,target,SPY260109C00690000,ok,1.18,1.74,56.00000000000001,0.47457627118644075
2026-01-13,2026,long,695.33,695.83,2026-01-13 09:30:00-05:00,,,no_atr,SPY260113C00696000,no_exit_bar,1.06,,,
2026-01-16,2026,long,691.73,691.88,2026-01-16 10:00:00-05:00,2026-01-16 10:04:00-05:00,0.3166750000000036,target,SPY260116C00692000,ok,1.3,1.33,3.0000000000000027,0.023076923076923096
2026-01-23,2026,short,688.83,688.77,2026-01-23 09:59:00-05:00,2026-01-23 10:04:00-05:00,0.36440500000001635,stop,SPY260123P00689000,ok,1.31,1.06,-25.0,-0.19083969465648853
2026-01-27,2026,long,693.63,693.575,2026-01-27 09:39:00-05:00,,,no_atr,SPY260127C00694000,no_exit_bar,0.84,,,
2026-01-28,2026,long,696.13,696.11,2026-01-28 10:14:00-05:00,2026-01-28 10:15:00-05:00,0.23574999999996749,target,SPY260128C00696000,ok,1.88,2.02,14.000000000000012,0.07446808510638304
2026-01-29,2026,long,695.18,695.185,2026-01-29 09:36:00-05:00,,,no_atr,SPY260129C00695000,no_exit_bar,2.06,,,
2026-01-30,2026,long,691.63,692.84,2026-01-30 09:30:00-05:00,,,no_atr,SPY260130C00693000,no_exit_bar,2.0,,,
2026-02-02,2026,short,691.62,691.64,2026-02-02 09:35:00-05:00,,,no_atr,SPY260202P00692000,no_exit_bar,1.96,,,
2026-02-03,2026,long,695.58,695.79,2026-02-03 09:37:00-05:00,,,no_atr,SPY260203C00696000,no_exit_bar,1.23,,,
2026-02-04,2026,long,686.52,686.96,2026-02-04 10:02:00-05:00,2026-02-04 10:05:00-05:00,0.7282049999999856,target,SPY260204C00687000,ok,2.47,2.82,34.999999999999964,0.14170040485829943
2026-02-09,2026,long,689.27,688.76,2026-02-09 09:30:00-05:00,,,no_atr,SPY260209C00689000,no_exit_bar,1.86,,,
2026-02-10,2026,long,694.38,694.52,2026-02-10 09:36:00-05:00,,,no_atr,SPY260210C00695000,no_exit_bar,1.24,,,
2026-02-11,2026,long,693.43,693.62,2026-02-11 10:03:00-05:00,2026-02-11 10:09:00-05:00,0.5814999999999998,stop,SPY260211C00694000,ok,1.39,1.05,-33.999999999999986,-0.2446043165467625
2026-02-12,2026,long,692.63,692.53,2026-02-12 09:58:00-05:00,2026-02-12 10:01:00-05:00,0.5074650000000134,target,SPY260212C00693000,ok,1.3,1.64,33.999999999999986,0.26153846153846144
2026-02-17,2026,short,681.17,681.39,2026-02-17 09:31:00-05:00,,,no_atr,SPY260217P00681000,no_exit_bar,2.29,,,
2026-02-20,2026,short,683.27,683.23,2026-02-20 09:33:00-05:00,,,no_atr,SPY260220P00683000,no_exit_bar,2.38,,,
2026-02-23,2026,short,688.98,689.1125,2026-02-23 09:30:00-05:00,,,no_atr,SPY260223P00689000,no_exit_bar,1.82,,,
2026-02-24,2026,long,681.23,680.86,2026-02-24 09:31:00-05:00,,,no_atr,SPY260224C00681000,no_exit_bar,2.36,,,
2026-02-26,2026,long,693.18,692.309,2026-02-26 09:30:00-05:00,,,no_atr,SPY260226C00692000,no_exit_bar,2.14,,,
2026-03-04,2026,long,680.73,680.9095,2026-03-04 09:36:00-05:00,,,no_atr,SPY260304C00681000,no_exit_bar,2.63,,,
2026-03-13,2026,long,668.08,667.95,2026-03-13 10:17:00-04:00,2026-03-13 10:20:00-04:00,0.5807050000000118,target,SPY260313C00668000,ok,2.33,2.49,16.000000000000014,0.06866952789699576
2026-03-30,2026,long,639.23,638.85,2026-03-30 09:34:00-04:00,,,no_atr,SPY260330C00639000,no_exit_bar,2.3,,,
2026-04-09,2026,short,675.03,674.62,2026-04-09 09:30:00-04:00,,,no_atr,SPY260409P00675000,no_exit_bar,1.78,,,
